name,categories,subcategories,regions,online_redeem,voucher_min,voucher_max,top_products,url
Forever21,אופנה ושופינג,בגדי ילדים ותינוקות,סניפים בפריסה ארצית,no,1,1500,,https://buyme.co.il/supplier/17573656
LEO ספא,ספא וימי כיף|לגוף ולנפש,ספא וימי כיף,"דרום|אשקלון, אשדוד והסביבה",no,1,1500,,https://buyme.co.il/supplier/17573671
movement,,,,no,1,1500,אימון אישי אונליין (105); 5 אימוני אונליין+ שיחה עם דיאטנית (522); ייעוץ תזונאי אונליין (235),https://buyme.co.il/supplier/12047493
Rain Drop Spa,ספא וימי כיף|לגוף ולנפש,ספא וימי כיף,"מרכז|מודיעין, השפלה והסביבה",no,1,1500,עיסוי זוגי ואירוח בסוויטה (970); עיסוי זוגי באורך 60 דקות (800); עיסוי זוגי באורך 50 דקות (700),https://buyme.co.il/supplier/17573657
SHUGIS,לבית|אופנה ושופינג,טקסטיל ועיצוב הבית,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17573673
TIKI- מותג אופנה לאנשים טובים,אופנה ושופינג,אופנת בוטיק ישראלית,"ת""א והסביבה|מימוש אונליין",yes,1,1500,,https://buyme.co.il/supplier/17573660
בלו בנדנה,לבית,טקסטיל ועיצוב הבית|כלי בישול ומטבח,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17573653
PARAPLU,לבית,טקסטיל ועיצוב הבית,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17573662
הנחלה ברמות,מלונות ונופש,"וילות, צימרים ואירוח",הגליל והגולן|צפון,no,1,1500,,https://buyme.co.il/supplier/17573667
טוהר קליינר,ספא וימי כיף|לגוף ולנפש,ספא וימי כיף,השרון והסביבה,no,1,1500,טיפול מים אישי (490); טיפול מים זוגי (980); טיפול בהריון ולאחר לידה (490),https://buyme.co.il/supplier/17573672
יאלהרנט-הבית שלכם לחופשה,מלונות ונופש,"וילות, צימרים ואירוח",סניפים בפריסה ארצית,no,1,1500,,https://buyme.co.il/supplier/17573674
מלון רפאל האוס,מלונות ונופש,מלונות בוטיק,"מרכז|מודיעין, השפלה והסביבה",no,1,1500,,https://buyme.co.il/supplier/17573680
מנד'ומה,מלונות ונופש,"וילות, צימרים ואירוח",דרום,no,1,1500,,https://buyme.co.il/supplier/17573663
מסעדת רוז',מסעדות וקולינריה,מסעדות שף,הגליל והגולן|צפון,no,1,1500,,https://buyme.co.il/supplier/17573628
מקום בלב,מסעדות וקולינריה,מסעדות ומזון מהיר|בתי קפה,מרכז|השרון והסביבה,no,1,1500,בוקר ״וולנס״ זוגי (600),https://buyme.co.il/supplier/17573687
קפה רבי,מסעדות וקולינריה,בתי קפה,"ת""א והסביבה",no,1,1500,,https://buyme.co.il/supplier/17573597
ריביירה ספא,ספא וימי כיף|לגוף ולנפש,ספא וימי כיף,"דרום|אשקלון, אשדוד והסביבה",no,1,1500,,https://buyme.co.il/supplier/17573681
Converse,אופנה ושופינג,נעליים ותיקים,סניפים בפריסה ארצית,no,,,,https://buyme.co.il/supplier/17573694
Simbioze,טיפוח ויופי,,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17573684
VILEBREQUIN,אופנה ושופינג,,מרכז,no,,,,https://buyme.co.il/supplier/17573688
ARTERRA,,,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17573685
Spa My Touch,ספא וימי כיף|לגוף ולנפש,ספא וימי כיף,"ת""א והסביבה|מודיעין, השפלה והסביבה",no,1,1500,עיסוי רגליים כולל כתפיים וצוואר (270); עיסוי מפנק לבחירה לכל הגוף (270); עיסוי זוגי לבחירה (700),https://buyme.co.il/supplier/17573698
הנמל 24,מסעדות וקולינריה,מסעדות שף,חיפה והסביבה|צפון,no,1,1001,,https://buyme.co.il/supplier/379005
מסעדת גשן,מסעדות וקולינריה,מסעדות שף|מסעדות כשרות,"מרכז|ת""א והסביבה",no,1,1000,,https://buyme.co.il/supplier/19897
7TO1 Lab,מסעדות וקולינריה|חוויות,חנויות קולינריה ואלכוהול,מרכז,no,1,1500,,https://buyme.co.il/supplier/17573727
AIRTLV,מלונות ונופש,"וילות, צימרים ואירוח","מרכז|ת""א והסביבה",no,1,1500,,https://buyme.co.il/supplier/17573732
BIMBA Y LOLA,אופנה ושופינג,,"ת""א והסביבה",no,1,1500,,https://buyme.co.il/supplier/17573728
BROWNIE,אופנה ושופינג,,"ת""א והסביבה",no,1,1500,,https://buyme.co.il/supplier/17573697
ספא רוקסון אורבן רמת גן,ספא וימי כיף|לגוף ולנפש,ספא וימי כיף,"מרכז|ת""א והסביבה",no,1,1500,"עיסוי ובילוי בספא ובבריכה ליחיד (370); עיסוי, ארוחת בוקר ובילוי בספא ובבריכה ליחיד (450); חבילה זוגית – זמן פינוק (1300)",https://buyme.co.il/supplier/17573666
Erborian,טיפוח ויופי,,"ת""א והסביבה",no,1,1500,,https://buyme.co.il/supplier/17573720
Eye Glow,אופנה ושופינג,משקפיים,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17573723
GOVANA Fashion,אופנה ושופינג,אופנת בוטיק ישראלית,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17573683
ICE CUBE,אופנה ושופינג,נעליים ותיקים,סניפים בפריסה ארצית,no,1,1500,,https://buyme.co.il/supplier/17573689
LEE,אופנה ושופינג,,,no,1,1500,,https://buyme.co.il/supplier/17573712
LEOBUS,מלונות ונופש,"וילות, צימרים ואירוח",צפון,no,1,1500,,https://buyme.co.il/supplier/17573733
MamaGreg,מסעדות וקולינריה,מסעדות ומזון מהיר|מסעדות כשרות,"מרכז|ת""א והסביבה|צפון|השרון והסביבה",no,1,1500,,https://buyme.co.il/supplier/17573538
NEW ERA,אופנה ושופינג,,"ת""א והסביבה",no,1,1500,,https://buyme.co.il/supplier/17573713
FINE RITUALS,טיפוח ויופי,,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17573692
Wrangler,אופנה ושופינג,,"ת""א והסביבה",no,1,1500,,https://buyme.co.il/supplier/17573714
YAMA SPA,ספא וימי כיף|לגוף ולנפש,ספא וימי כיף,דרום,no,1,1500,חבילת מקווה לכלה (1100); חבילת פרימיום זוגית (1750); חבילת יחיד מלכות (840),https://buyme.co.il/supplier/17573734
אלן קאר,סדנאות והעשרה|לגוף ולנפש,יועצים|סדנאות והעשרה,מרכז|צפון|דרום|ירושלים והסביבה,no,1,1500,,https://buyme.co.il/supplier/17573710
אלן קאר- מוציאים את הסיגריה מהראש,סדנאות והעשרה|לגוף ולנפש,יועצים|סדנאות והעשרה,מרכז|צפון|דרום|ירושלים והסביבה,no,1,1500,,https://buyme.co.il/supplier/17573704
גבינות ברמות,מסעדות וקולינריה|חוויות|סדנאות והעשרה|לגוף ולנפש,חוויות קולינריות|גיפט קארד לחוויות משותפות|חוויות קולינריות|סדנאות והעשרה|סדנאות וקורסים|סדנאות והעשרה,השרון והסביבה|פתח תקווה ובקעת אונו|מרכז|מימוש אונליין,yes,1,1500,סדנת גבינות ברמות (550); סדנת גבינות זוגית פרטית עם האהוב/ה (1740); סדנת גבינות ויין לגיבוש צוות (680),https://buyme.co.il/supplier/17573719
יקב בן זמרה,מחבקים מילואימניקים|מסעדות וקולינריה|חוויות,יקבים ומבשלות|גיפט קארד לחוויות משותפות|יקבים ומבשלות,הגליל והגולן|צפון|מימוש אונליין,yes,1,1500,סיור שטח זוגי בכרמים (440); בראנץ' זוגי וטעימות יין (315); טעימת יינות (70),https://buyme.co.il/supplier/17573707
lee cooper kids,תינוקות וילדים|אופנה ושופינג,בגדי ילדים ותינוקות|בגדי ילדים ותינוקות,"מרכז|ת""א והסביבה|צפון|דרום|ירושלים והסביבה|חיפה והסביבה|סניפים בפריסה ארצית",no,,,,https://buyme.co.il/supplier/17573700
אלנתן תכשיטים,חוויות|סדנאות והעשרה|לגוף ולנפש|אופנה ושופינג,סדנאות והעשרה|סדנאות וקורסים|סדנאות והעשרה|תכשיטים ושעונים,מרכז,no,1,1500,חבילת סדנת צורפות אישית (800); חבילת סדנת צורפות זוגית (1400),https://buyme.co.il/supplier/17573724
מסעדת פינתי כפר עציון,מסעדות וקולינריה,מסעדות ומזון מהיר|מסעדות כשרות,ירושלים והסביבה,no,1,1500,,https://buyme.co.il/supplier/17573661
Neta Efrati,אופנה ושופינג,אופנת בוטיק ישראלית,"ת""א והסביבה|מרכז|מימוש אונליין",yes,1,1500,,https://buyme.co.il/supplier/17573703
פרי גנך,מסעדות וקולינריה,"קונדיטוריות, קינוחים ומתוקים|חנויות קולינריה ואלכוהול",מרכז|דרום|השרון והסביבה,no,1,1500,מגש פירות עגול קוטר 30 כולל משלוח (310); מגש זכוכית מרובע כולל משלוח (345); מגש פירות עגול קוטר 36 כולל משלוח (380),https://buyme.co.il/supplier/17573718
סיני קליניק,,,"מרכז|ת""א והסביבה",no,1,1500,חבילת פינוק ליולדת (1000); טיפול יופי לאירוע מיוחד (600); טיפול דיקור קוסמטי (700),https://buyme.co.il/supplier/52102
Axe and Co,חוויות,גיפט קארד לחוויות משותפות|חוויות אקסטרים,"מרכז|ת""א והסביבה",no,1,1500,הטלת גרזנים לזוג (250); הטלה לזוג פרימיום: שדרוגים ופופקורן (309); הטלת גרזנים לשלישייה (375),https://buyme.co.il/supplier/17573745
CHRISTINA קוסמטיקה מקצועית,טיפוח ויופי,,"ת""א והסביבה|מימוש אונליין",yes,1,1500,טיפול פנים אקספרס (220); טיפול פנים מלא בבית כריסטינה (550),https://buyme.co.il/supplier/17573744
COLOR CAFE,חוויות|סדנאות והעשרה|לגוף ולנפש,גיפט קארד לחוויות משותפות|סדנאות והעשרה|העשרה|סדנאות וקורסים|סדנאות והעשרה,"ת""א והסביבה",no,1,1500,,https://buyme.co.il/supplier/17573760
G-CONCEPT,אופנה ושופינג,,מרכז,no,,,,https://buyme.co.il/supplier/17573741
SAM EDELMAN,אופנה ושופינג,נעליים ותיקים,מרכז,no,,,,https://buyme.co.il/supplier/17573739
TIKTIK,חוויות,גיפט קארד לחוויות משותפות,,no,1,1500,,https://buyme.co.il/supplier/17573764
Water.io,לבית,כלי בישול ומטבח,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17573730
דאיה גסטהאוס,מלונות ונופש,"וילות, צימרים ואירוח",צפון,no,1,1500,,https://buyme.co.il/supplier/17573757
זמן ערבה,מלונות ונופש,"וילות, צימרים ואירוח",אילת והערבה|הנגב|דרום,no,1,1500,,https://buyme.co.il/supplier/17573738
יקב בזלת,מסעדות וקולינריה|חוויות,יקבים ומבשלות|גיפט קארד לחוויות משותפות|יקבים ומבשלות,הגליל והגולן|צפון,no,1,1500,3 טעימות יין (50); 5 טעימות יין (70); 7 טעימות יין (100),https://buyme.co.il/supplier/17573743
מועדון היין,מסעדות וקולינריה,חנויות קולינריה ואלכוהול,מימוש אונליין,yes,1,1500,שלושה יינות מיקב ירושלים כולל משלוח (180); מארז יינות זוגי + מייבש חסה מקצועי במשלוח (190); מארז מתנה חגיגי (325),https://buyme.co.il/supplier/17573737
מלון BY14,מלונות ונופש|מסעדות וקולינריה,מלונות בוטיק,"ת""א והסביבה",no,1,1500,ארוחת בוקר זוגית ב-CAFÉ 14 (220); ארוחת בוקר ליחיד ב-CAFÉ 14 (120),https://buyme.co.il/supplier/17573750
Mantra,אופנה ושופינג,אופנת בוטיק ישראלית,"ת""א והסביבה|מרכז|מימוש אונליין",yes,1,1500,,https://buyme.co.il/supplier/17573747
סילו תרבות,מסעדות וקולינריה,בתי קפה,מרכז|השרון והסביבה,no,1,1500,,https://buyme.co.il/supplier/17573761
שוקה TLV,מסעדות וקולינריה|חוויות|סדנאות והעשרה|לגוף ולנפש,חוויות קולינריות|גיפט קארד לחוויות משותפות|חוויות קולינריות|סדנאות והעשרה|סיורים |סדנאות והעשרה,"ת""א והסביבה",no,1,1500,סיור אוכל בשוק בתל אביב (249),https://buyme.co.il/supplier/17573754
ALAYA POLEG,ספא וימי כיף|מלונות ונופש|לגוף ולנפש,מלונות בוטיק|ספא וימי כיף,מרכז|השרון והסביבה,no,1,1500,"טיפול אלאיה - 50 דקות (420); טיפול אלאיה - 90 דקות (650); ראש ,צוואר ,פנים (220)",https://buyme.co.il/supplier/17573765
